Gene	full_length	coding_length	GC	CpG	RepliSeq_ENCFF001GNK_GM12878	RepliSeq_ENCFF001GNN_GM12878	RepliSeq_ENCFF001GOW_HeLa-S3	RepliSeq_ENCFF001GRX_K562	RepliSeq_ENCFF001GOA_GM12878	RepliSeq_ENCFF001GSJ_K562	RepliSeq_ENCFF001GSP_K562	RepliSeq_ENCFF001GTK_MCF-7	RepliSeq_ENCFF001GNT_GM12878	RepliSeq_ENCFF001GNR_GM12878	RepliSeq_ENCFF001GNX_GM12878	RepliSeq_ENCFF001GSN_K562	RepliSeq_ENCFF001GSB_K562	RepliSeq_ENCFF001GTH_MCF-7	RepliSeq_ENCFF001GSX_MCF-7	RepliSeq_ENCFF001GSF_K562	RepliSeq_ENCFF001GON_HeLa-S3	RepliSeq_ENCFF001GOQ_HeLa-S3	RepliSeq_ENCFF001GOS_HeLa-S3	RepliSeq_ENCFF001GOJ_HeLa-S3	RepliSeq_ENCFF001GTD_MCF-7	RepliSeq_ENCFF001GTF_MCF-7	RepliSeq_ENCFF001GSV_MCF-7
ABO	4.3268249381	0.0854246562527	0.610	0.700	15.000	4.500	2.500	48.727	1.500	5.143	4.167	2.500	36.111	40.286	2.500	5.000	3.800	4.800	8.500	33.571	30.000	41.500	11.167	4.333	31.000	14.750	38.571
ABR	7.82156354039	1.95939923477	0.623	0.687	35.943	5.913	2.333	22.898	1.333	20.111	2.235	1.385	14.500	46.261	1.833	4.292	4.833	3.226	7.038	49.028	40.757	19.020	3.917	4.806	36.100	11.089	41.761
ABRA	3.42787430679	0.192825403552	0.547	0.378	1.500	6.000	38.286	6.000	17.000	14.500	28.429	41.000	22.200	5.500	48.125	41.000	8.000	19.500	31.000	1.500	2.500	9.000	31.500	16.000	1.000	4.000	3.500
ABRACL	3.86997008235	-2.04097178106	0.403	0.538	12.333	3.500	3.000	3.333	1.000	21.500	15.778	1.500	41.500	31.000	10.500	52.125	4.889	9.800	7.714	3.000	9.500	49.400	25.167	5.143	32.333	35.000	13.000
ABRAXAS1	4.59925827535	0.295135249001	0.389	0.477	31.000	5.364	4.167	24.556	3.500	19.882	5.000	1.500	8.636	49.000	2.000	4.571	5.500	7.000	5.333	41.211	46.357	18.000	3.167	6.222	37.300	34.545	14.500
ABRAXAS2	5.12457628368	0.316145742293	0.464	0.507	31.105	6.167	3.500	45.714	1.000	3.833	3.667	2.333	20.500	38.350	3.700	2.714	19.071	3.500	7.846	25.095	30.300	6.600	2.500	6.778	34.600	9.500	42.588
ABT1	1.63552224146	-0.293358942691	0.615	0.726	23.571	3.000	3.500	14.000	1.500	26.333	5.500	5.000	23.833	45.600	2.600	2.000	5.000	27.500	5.500	47.333	27.800	48.000	10.000	3.500	14.000	36.286	11.833
ABTB1	2.99801492927	0.52004502404	0.623	0.604	54.000	3.000	3.000	37.500	1.000	20.000	3.500	1.000	10.500	29.500	1.000	6.000	4.333	7.500	6.000	27.800	27.000	4.000	3.000	5.000	33.000	25.400	27.500
ABTB2	7.69364027926	1.62058641045	0.627	0.632	36.054	5.825	2.360	17.871	1.300	19.609	2.438	1.412	20.259	33.698	4.091	2.583	4.814	8.164	5.610	54.714	29.317	12.303	3.577	6.080	35.449	28.052	21.597
ACAA1	3.86126063945	0.347098670622	0.602	0.465	41.900	9.000	3.333	25.700	2.000	16.286	5.250	1.667	15.400	25.833	5.600	1.333	5.000	5.000	7.000	46.000	37.000	10.500	3.000	5.000	39.571	22.000	24.500
ACAA2	4.92495498497	0.252173413202	0.462	0.242	3.500	3.500	4.429	12.900	1.500	53.905	3.000	3.286	56.682	23.400	12.929	12.000	7.769	15.308	8.357	11.545	23.385	33.000	21.154	4.500	23.308	38.706	11.846
ACACA	8.3441893665	2.84839759953	0.474	0.342	48.759	7.630	3.576	41.536	2.333	8.859	5.807	3.444	12.739	29.014	3.152	4.340	6.113	12.010	7.689	40.061	37.823	11.632	4.340	6.820	27.134	20.763	29.671
ACACB	7.00931357707	2.88244741643	0.559	0.529	11.463	3.688	2.412	10.250	2.000	40.924	3.789	1.812	39.121	40.833	4.875	8.268	5.941	10.786	8.229	31.697	35.882	25.000	4.500	5.938	29.341	34.723	15.674
ACAD10	6.15086426753	1.70929063572	0.537	0.399	59.821	10.462	1.889	75.976	1.000	2.667	1.600	1.333	3.167	26.375	1.000	2.000	4.333	3.429	7.400	14.714	34.429	6.500	1.857	6.875	21.300	5.421	61.312
ACAD11	6.67234047506	1.22650852981	0.446	0.370	18.021	4.526	12.759	15.467	8.657	18.000	13.825	22.111	24.556	16.353	28.909	27.031	6.600	24.533	8.312	22.167	26.536	11.900	11.038	8.640	14.519	17.000	13.733
ACAD8	3.62211040487	0.316145742293	0.557	0.416	7.200	3.000	42.167	15.500	16.571	30.111	11.833	25.143	24.500	5.400	43.000	25.800	2.667	35.857	9.000	14.000	1.500	7.500	31.200	12.000	4.500	17.333	7.000
ACAD9	5.07146236256	0.89762767428	0.537	0.530	29.350	4.286	3.333	49.708	1.000	4.333	2.000	1.400	11.385	54.364	1.500	1.800	4.889	2.714	8.600	37.900	43.833	20.667	2.500	6.556	28.846	5.500	53.000
ACADL	5.2288186905	0.367371065649	0.440	0.474	4.667	6.000	2.500	4.500	31.783	5.667	48.682	31.500	11.923	2.333	43.750	26.476	16.778	35.600	9.077	3.143	35.143	26.733	9.176	5.917	4.167	13.700	6.250
ACADM	5.2976316429	0.458382004156	0.410	0.322	6.700	8.688	13.833	15.625	35.080	30.292	9.167	41.364	12.529	8.214	29.240	13.368	5.143	21.600	25.000	28.316	9.733	24.263	40.611	6.286	1.500	3.857	6.214
ACADS	3.83501452602	0.46048047004	0.624	0.539	71.143	9.222	3.000	30.000	1.000	7.667	4.833	1.333	3.333	15.000	1.000	1.000	6.500	2.500	8.500	50.231	38.000	20.500	3.000	6.000	37.800	13.833	36.000
ACADSB	5.62579649782	0.374065718223	0.427	0.308	10.864	3.071	26.053	12.400	1.500	37.485	2.000	3.500	37.071	38.138	8.125	13.087	7.231	12.632	6.083	29.941	6.500	18.500	37.500	6.833	32.667	24.786	20.556
ACADVL	3.02556040232	1.06763871688	0.581	0.464	54.500	9.000	4.000	63.250	1.000	2.500	4.500	2.500	2.000	33.500	1.333	1.000	3.500	1.000	5.500	26.000	33.500	5.500	2.000	5.333	15.500	5.500	70.500
ACAN	6.16816062906	2.92409988564	0.576	0.338	11.957	1.833	18.100	26.436	2.000	16.514	2.857	1.900	43.296	29.710	10.522	2.167	6.167	9.944	6.900	48.941	4.000	25.000	47.583	3.500	33.941	36.720	11.125
ACAP1	3.9016875223	1.15055967658	0.602	0.439	68.167	4.667	3.000	68.600	1.000	2.000	4.500	1.000	1.500	23.500	1.000	3.333	6.143	2.500	5.500	15.667	22.500	2.000	2.000	6.000	9.400	2.667	80.000
ACAP2	7.39534561956	1.22280456105	0.421	0.394	28.484	4.000	2.233	22.453	2.207	21.446	2.706	2.167	18.707	44.805	2.455	3.579	6.347	4.824	7.758	45.598	37.058	29.362	8.676	6.161	44.757	25.810	16.086
ACAP3	3.95475466492	1.3230817895	0.644	0.672	74.250	7.833	2.667	73.167	1.000	2.000	4.500	1.000	1.000	15.500	1.000	1.000	6.500	1.600	7.500	11.400	21.000	5.500	2.000	5.500	4.333	2.500	83.667
ACAT1	4.73519720938	0.35727047568	0.442	0.265	24.083	4.556	7.000	26.400	1.000	32.444	3.500	16.167	33.455	33.167	5.000	6.000	4.750	37.188	2.600	28.400	19.000	13.750	15.786	5.000	11.800	22.500	10.000
ACAT2	4.10064131597	0.414676780427	0.494	0.264	15.700	1.667	7.500	26.300	2.000	27.000	5.500	13.286	34.000	42.000	5.000	13.222	3.000	32.778	7.200	24.889	17.429	17.222	27.000	6.500	13.333	26.000	7.167
ACBD3	5.39382802645	0.663572335418	0.518	0.616	59.952	4.500	1.500	51.607	1.000	2.250	1.000	1.333	2.800	31.182	1.000	3.100	4.455	3.600	11.923	37.833	33.071	4.500	3.714	6.000	20.706	6.154	57.105
ACBD4	3.53381249683	0.0676387168754	0.610	0.359	77.571	8.167	3.000	70.375	1.000	2.500	3.333	2.000	1.000	12.500	1.000	2.000	2.500	2.333	5.000	19.667	14.000	2.000	2.000	6.667	13.000	3.500	74.400
ACBD5	5.89000885634	0.752748591407	0.459	0.426	21.379	4.200	3.385	16.788	1.000	13.394	8.955	5.333	30.895	34.647	10.357	25.976	9.000	20.105	9.625	28.000	31.148	20.615	8.750	5.643	23.857	26.000	14.900
ACBD6	7.74598349983	-0.241270431542	0.491	0.318	13.735	4.921	2.462	21.363	1.812	12.741	3.571	1.429	32.384	48.121	2.286	3.444	5.000	4.268	6.773	57.008	34.130	29.276	4.829	5.410	42.429	18.333	27.358
ACBD7	3.73357127093	-1.9213901653	0.432	0.529	19.750	5.000	3.333	8.000	1.000	36.333	1.500	5.500	37.100	33.000	5.667	3.833	4.500	21.667	8.000	46.500	16.500	42.250	24.167	7.500	19.500	37.125	8.000
ACCS	4.15712457644	0.587845009254	0.568	0.264	5.000	2.000	21.857	8.800	1.000	39.500	1.000	2.167	50.909	19.714	21.889	13.875	6.000	19.833	6.600	30.500	9.000	22.500	32.556	7.000	22.143	44.000	5.000
ACCSL	3.58460178187	0.768925335564	0.515	0.274	4.000	3.000	25.000	11.400	1.000	39.556	1.000	1.500	49.778	23.500	19.750	13.714	6.667	20.500	6.500	27.222	6.500	23.000	32.000	7.667	20.286	44.167	6.400
ACD	1.72421368676	0.706641057309	0.644	0.493	73.500	11.667	3.000	74.833	1.000	2.000	2.500	1.000	1.000	12.333	1.000	3.000	5.000	2.000	6.000	12.000	14.000	2.000	3.000	8.000	13.333	3.000	75.333
ACE	4.41413553298	2.04159344866	0.605	0.493	28.222	5.000	2.500	61.533	1.000	3.000	1.500	2.000	18.500	46.857	1.000	2.000	2.750	2.400	9.000	29.091	39.500	7.500	2.000	5.400	29.667	6.500	50.400
ACE2	5.35885336181	1.27202318906	0.430	0.216	4.727	4.818	2.455	27.500	8.000	21.826	7.615	21.571	34.143	12.929	34.824	7.765	3.143	20.571	10.400	35.333	34.100	15.900	4.750	6.444	14.929	23.556	8.818
ACER1	4.76187031864	-0.336427664582	0.557	0.460	53.077	6.333	3.500	35.429	1.333	8.909	4.000	2.500	3.000	35.769	1.400	1.000	2.600	4.400	6.333	47.824	40.000	15.222	3.000	5.000	29.167	13.125	44.636
ACER2	5.44546186718	-0.277533975529	0.522	0.391	26.478	4.500	1.600	37.618	1.000	8.278	2.143	1.500	23.238	45.130	1.667	2.429	2.429	7.600	8.364	48.531	38.600	32.385	6.000	5.200	33.500	18.500	30.889
ACER3	7.37438746401	-0.320125852253	0.416	0.464	6.592	3.381	2.684	21.039	1.909	22.789	2.421	1.300	47.920	35.391	6.595	3.409	3.906	4.300	6.698	50.972	43.900	32.000	4.357	4.885	41.435	19.364	27.333
ACHE	2.6182386556	0.978195629682	0.654	0.550	18.167	1.667	2.500	35.857	1.000	11.500	4.000	2.000	28.000	50.833	1.000	2.500	6.500	7.500	6.500	39.800	31.500	34.500	5.000	3.000	35.714	19.000	29.000
ACIN1	5.21140163742	2.05727696507	0.540	0.457	56.619	8.538	3.111	77.200	1.000	1.667	3.444	1.500	2.167	30.867	2.333	1.600	3.750	3.000	6.833	12.267	14.667	2.400	2.778	8.429	22.000	5.500	61.133
ACKR1	1.31498648547	0.0496307677246	0.583	0.103	7.500	3.000	49.667	13.000	4.500	6.667	42.556	36.600	30.500	9.667	45.000	29.500	8.000	11.571	38.500	1.500	1.500	3.500	18.500	22.500	1.000	5.667	5.500
ACKR2	5.85329707799	0.20414071678	0.534	0.355	8.357	1.833	2.000	18.500	2.500	25.061	1.800	2.000	49.043	28.905	9.462	7.333	4.857	4.000	7.778	43.967	30.750	38.000	10.000	4.250	35.600	16.682	35.000
ACKR3	3.6570683012	0.119024103142	0.562	0.577	13.833	8.667	5.500	13.000	7.500	7.667	25.571	5.600	25.000	19.600	25.500	40.333	7.333	7.500	8.000	5.500	19.500	40.500	17.500	6.500	31.500	24.000	23.000
ACKR4	2.43429461796	0.0703893278914	0.415	0.199	15.167	2.500	12.500	14.750	7.500	15.333	14.000	21.800	28.125	15.500	32.000	28.125	3.250	24.400	9.600	23.000	27.000	10.500	10.500	8.500	15.000	14.600	15.400
ACLY	5.70337760313	1.79285535236	0.557	0.480	59.833	7.000	3.333	70.269	1.000	2.167	2.800	1.500	2.167	30.100	1.000	2.500	6.353	2.857	5.643	16.474	18.615	2.333	2.000	6.923	10.533	4.000	74.808
ACMSD	5.98679772592	0.0114956388378	0.494	0.376	9.957	1.444	3.000	11.500	1.500	48.946	4.000	2.500	49.086	29.933	8.304	11.750	5.762	15.267	5.500	18.424	35.591	32.524	7.632	4.615	28.529	38.120	10.100
ACO1	6.04945651867	1.41521782489	0.475	0.393	9.885	4.727	4.231	5.500	14.429	36.854	6.467	20.692	31.100	12.158	28.040	28.333	7.000	32.857	8.125	15.655	38.625	20.316	8.429	5.467	8.545	22.185	8.095
ACO2	5.90364087446	1.22650852981	0.574	0.431	79.400	10.273	1.857	81.889	1.000	2.500	2.900	1.250	1.333	8.545	1.000	2.250	5.154	3.000	7.786	6.583	15.929	1.500	2.500	5.333	7.636	3.250	78.400
ACOD1	2.62128999254	0.517023672065	0.503	0.199	16.250	1.667	6.500	10.000	1.000	29.714	7.714	27.750	39.714	38.200	5.500	14.200	6.800	22.000	12.200	32.125	27.500	32.200	18.500	5.000	15.600	14.500	7.600
ACOT1	2.71611294212	0.336854639125	0.617	0.677	67.167	14.600	2.000	36.333	1.500	3.500	6.000	1.000	1.000	16.400	1.000	6.400	6.400	3.600	11.000	45.714	33.600	6.600	2.000	6.200	12.000	5.600	68.000
ACOT11	6.43647836046	0.981121989794	0.598	0.550	6.583	1.750	2.500	23.978	2.714	19.750	1.833	1.429	50.568	34.545	3.538	3.773	6.500	4.786	6.250	43.902	25.905	46.697	7.727	5.000	38.318	37.235	12.318
ACOT12	6.0009464581	0.735522177297	0.468	0.528	4.625	1.500	3.545	10.812	3.286	50.854	1.250	4.500	54.552	28.522	8.158	7.952	6.958	20.643	5.000	22.000	35.000	38.480	6.882	5.167	21.167	37.348	9.900
ACOT13	5.2491798365	-1.2108967825	0.444	0.427	36.333	6.400	2.333	11.231	1.000	42.852	4.923	2.800	13.412	43.143	2.250	16.684	9.625	10.909	6.429	16.105	37.375	11.556	2.000	7.500	32.143	36.353	11.643
ACOT2	3.00701605056	0.535057594895	0.603	0.646	67.800	12.200	1.000	43.143	1.500	2.500	6.000	1.000	1.000	19.400	1.000	4.000	4.500	2.500	10.333	41.333	39.000	7.500	2.500	7.600	16.333	6.500	63.500
ACOT4	2.02183502726	0.336854639125	0.577	0.646	68.250	9.000	1.500	51.400	1.000	1.667	5.667	1.500	1.000	21.400	1.000	1.667	3.500	2.500	8.500	36.600	40.333	7.400	3.000	9.500	16.500	6.500	64.000
ACOT6	1.60644222813	-0.687334826442	0.432	0.138	67.500	7.500	2.500	58.000	1.500	1.500	4.000	1.500	2.000	21.500	1.000	1.333	5.000	3.500	9.500	33.714	38.125	6.500	3.000	9.000	14.667	5.000	66.333
ACOT7	7.0167525841	0.470927257475	0.618	0.667	46.746	5.917	3.500	39.671	1.000	7.634	2.588	1.500	5.912	40.404	1.364	2.500	3.875	2.700	6.080	45.600	23.027	2.750	2.444	5.500	11.136	2.308	75.457
ACOT8	3.97168149429	-0.0634091701761	0.608	0.486	53.000	6.222	2.500	74.833	1.500	3.000	5.000	1.500	5.667	32.545	1.000	1.500	3.571	3.500	8.500	13.250	16.000	2.667	2.000	8.500	20.833	7.000	58.500
ACOT9	5.40033298675	0.426533138117	0.453	0.368	22.938	14.000	3.500	25.625	29.316	11.200	3.000	16.556	2.286	13.250	18.000	3.200	5.667	12.077	11.600	57.969	19.143	3.333	2.000	6.857	24.167	9.182	26.579
ACOX1	5.24515335483	1.09828479572	0.494	0.436	70.619	10.700	3.833	72.160	1.800	2.100	7.909	1.000	1.000	14.429	1.000	2.000	3.556	3.000	7.667	12.611	16.500	2.429	2.400	6.000	10.667	3.750	74.789
ACOX2	5.00301748491	1.03068920407	0.548	0.405	15.385	4.000	3.167	23.000	2.000	20.933	2.600	1.000	28.500	47.214	2.500	1.500	5.364	4.286	5.167	47.000	42.500	12.556	1.000	6.429	42.647	20.000	27.846
ACOX3	6.21808367077	1.07038932789	0.563	0.624	11.032	3.222	3.556	17.744	2.000	40.786	3.615	1.000	40.323	26.143	18.538	7.500	4.278	3.000	6.500	26.194	38.065	28.606	4.000	5.000	42.800	24.500	22.333
ACOXL	8.59114830067	0.799087306074	0.526	0.493	22.088	4.063	5.643	13.814	2.318	40.684	3.673	1.960	30.947	32.987	9.398	8.932	4.897	14.842	6.864	31.399	13.053	36.597	41.039	4.204	25.752	42.321	9.263
ACP1	3.74566760205	-0.668868077783	0.471	0.493	3.000	20.444	30.400	10.800	51.500	1.000	44.286	35.778	5.000	1.000	19.500	14.143	28.500	38.000	6.667	1.000	6.000	18.333	35.800	6.500	3.500	12.500	3.500
ACP2	3.25489633639	0.377401430786	0.594	0.543	72.500	7.667	2.500	72.750	1.000	2.667	3.500	1.000	1.000	18.600	1.000	1.333	2.500	3.500	9.500	18.200	20.000	2.500	2.000	8.500	10.667	4.500	71.500
ACP4	2.266036894	0.353887836285	0.676	0.433	27.167	4.500	7.500	34.800	2.000	17.000	3.500	1.000	22.250	41.833	3.000	2.000	4.500	4.000	7.500	39.000	8.500	32.667	38.000	4.000	37.500	19.000	30.667
ACP5	2.1206837088	-0.0365258760251	0.583	0.461	58.286	10.667	4.400	73.167	1.000	4.500	5.000	2.000	2.500	27.143	1.000	2.500	1.500	3.000	8.500	12.667	38.000	15.000	3.500	7.200	33.500	6.500	45.800
ACP6	4.5544660639	0.432959407276	0.533	0.365	2.000	4.167	9.667	5.000	11.846	15.000	11.571	9.000	27.091	2.400	52.571	62.588	5.833	30.250	6.000	1.500	12.400	33.500	34.800	3.500	12.000	34.500	8.500
ACP7	4.76468585252	0.39396527566	0.593	0.580	40.800	4.750	1.500	33.944	1.500	4.500	2.000	1.000	7.167	44.417	1.500	1.500	6.231	2.500	8.000	52.357	30.286	40.571	7.750	2.833	27.250	5.600	55.818
ACPP	5.67061376422	0.349365277594	0.474	0.280	7.214	2.556	5.167	2.500	8.000	37.561	9.722	9.000	32.348	27.222	21.900	28.065	6.800	27.700	4.500	16.414	31.300	35.000	13.727	5.444	19.867	32.067	6.714
ACR	2.82293404803	0.336854639125	0.572	0.533	34.833	3.833	4.000	22.600	2.000	18.857	7.000	1.000	10.500	50.500	1.000	2.500	6.500	2.000	5.500	43.714	44.167	33.833	4.333	3.500	28.600	5.667	57.200
ACRBP	3.22326807753	0.703986603863	0.553	0.379	75.167	7.600	2.500	86.143	1.000	2.000	1.000	1.000	1.333	14.600	1.000	1.000	5.333	2.000	9.500	7.500	19.000	1.667	2.333	9.333	15.667	5.500	65.500
ACRV1	3.09845324631	-0.33097323449	0.472	0.226	20.500	3.500	11.667	27.250	2.000	20.000	1.500	9.500	30.600	31.125	11.667	4.500	4.500	16.200	6.667	42.250	24.500	21.500	23.167	6.000	22.714	25.714	19.333
ACSBG1	5.99690842079	1.11902410314	0.578	0.485	53.467	5.214	2.500	19.080	1.400	30.700	3.643	2.000	5.273	34.259	1.000	3.750	5.200	3.167	6.538	39.909	45.722	17.000	3.429	5.143	41.087	20.500	27.682
ACSBG2	5.84476224729	0.99855658313	0.479	0.324	35.062	3.111	4.733	34.935	1.000	7.600	4.000	1.333	9.300	51.484	1.500	1.800	6.955	3.625	6.308	45.121	39.500	10.385	1.900	5.474	39.792	11.850	37.464
ACSF2	5.60549433385	0.941106310946	0.566	0.397	43.333	5.111	2.727	38.741	1.000	6.467	2.625	1.000	5.167	44.474	1.500	4.091	4.286	2.500	7.571	44.370	24.923	4.333	1.500	5.714	17.273	4.500	67.235
ACSF3	5.95508027197	0.789103217501	0.610	0.511	58.621	5.786	3.429	76.839	1.000	2.250	3.333	1.000	2.111	32.389	1.000	1.333	6.941	2.500	6.200	9.783	43.643	21.000	2.571	3.900	23.294	5.857	62.208
ACSL1	6.13996056955	1.11902410314	0.484	0.521	45.125	4.389	3.231	20.775	1.500	36.628	2.778	1.000	5.091	43.433	1.333	7.579	4.800	11.200	5.333	27.971	15.667	43.552	24.583	6.250	40.172	28.586	13.581
ACSL3	6.36436231578	1.11103131239	0.406	0.420	11.355	2.818	2.000	21.060	1.500	18.212	4.636	1.333	41.667	31.341	12.423	3.167	5.385	5.000	7.467	50.216	41.471	11.333	3.857	6.500	40.023	15.958	30.553
ACSL4	6.52472191823	1.09288396568	0.415	0.231	9.651	22.792	2.900	11.909	18.479	34.000	7.444	8.778	17.375	17.630	14.357	21.677	5.600	16.382	9.846	19.875	41.688	13.000	3.667	5.227	31.050	19.368	16.459
ACSL5	5.76083303037	1.14860877021	0.481	0.312	4.786	2.700	3.500	19.308	4.857	34.444	2.167	22.800	45.030	11.053	33.138	27.719	9.938	37.522	6.167	7.111	34.700	13.818	3.500	6.167	7.308	20.682	6.071
ACSL6	5.95640519964	1.17056605679	0.518	0.391	12.208	3.364	4.444	24.471	1.500	13.690	2.667	1.500	30.700	50.938	1.333	3.200	4.333	15.929	5.364	52.263	10.900	50.316	26.923	3.200	26.190	43.294	7.412
ACSM1	6.22017515097	0.791605724705	0.525	0.320	8.000	2.500	24.519	45.000	4.000	13.158	2.500	25.870	42.846	17.581	25.650	5.529	4.917	37.300	7.700	30.406	4.455	19.087	43.647	6.636	5.333	20.560	4.667
ACSM2A	5.1782764287	0.791605724705	0.516	0.297	2.333	2.714	46.667	9.889	12.875	28.952	3.200	42.533	25.611	5.500	54.391	4.000	4.000	33.600	11.000	52.200	1.000	4.600	29.188	16.750	3.200	6.714	2.600
ACSM2B	5.30790205948	0.791605724705	0.512	0.302	2.800	1.400	41.083	18.857	3.615	22.864	2.333	38.875	37.857	8.667	46.200	2.750	3.000	31.000	11.500	50.583	1.500	6.000	35.000	12.857	2.167	13.077	3.900
ACSM3	5.05172011645	0.885964756754	0.432	0.279	16.316	3.714	9.500	52.333	1.000	18.467	1.500	11.071	40.450	27.000	12.071	5.111	2.571	30.308	6.167	19.188	16.250	32.071	31.231	4.500	12.000	33.909	5.167
ACSM4	4.58748501049	0.799087306074	0.490	0.336	6.600	1.333	4.333	10.700	3.000	28.500	2.500	1.667	40.727	40.214	7.500	2.000	6.714	12.500	6.500	52.722	14.429	47.900	23.667	3.500	27.500	44.111	7.000
ACSM5	4.99090949192	0.818032474658	0.562	0.354	4.222	3.000	49.000	8.545	20.056	37.059	2.800	37.625	15.556	4.786	53.500	12.765	4.818	35.500	9.833	33.917	1.000	3.500	27.400	16.444	4.400	9.500	4.250
ACSM6	5.11811050561	0.526068811668	0.501	0.199	50.048	6.111	8.222	46.500	1.000	4.000	3.857	16.500	6.500	36.583	1.000	4.125	2.818	30.000	6.545	37.875	17.105	29.000	27.385	5.385	15.000	22.900	9.000
ACSS1	5.69913515413	1.13619138629	0.601	0.547	12.588	1.500	4.700	10.737	1.500	36.897	4.500	1.500	41.700	33.526	9.231	13.000	5.833	4.250	7.722	29.583	18.467	47.312	23.167	2.500	35.952	14.077	36.500
ACSS2	5.7280293331	1.09895848009	0.548	0.368	42.333	4.000	2.500	57.219	1.000	4.538	1.500	2.000	6.818	46.692	1.000	3.000	5.615	2.750	7.375	29.423	35.077	9.700	2.333	5.833	36.917	8.471	43.833
ACSS3	7.48172679065	1.04124298223	0.481	0.441	2.609	15.602	25.382	8.744	46.162	3.345	17.483	36.905	6.733	1.400	28.368	4.045	66.990	29.346	13.489	2.000	3.625	15.071	38.564	12.020	6.034	9.289	5.606
ACTA1	1.51146803928	0.177598929328	0.618	0.915	21.167	3.000	4.500	20.500	1.000	18.400	5.200	1.000	23.333	50.250	1.500	4.500	1.667	4.000	6.000	50.000	47.000	20.333	3.000	6.000	46.400	22.400	20.500
ACTA2	5.81567788936	0.177598929328	0.531	0.426	37.385	6.467	2.429	5.250	1.000	6.000	44.429	38.652	13.789	42.030	1.000	34.719	9.045	33.875	9.833	1.333	45.125	17.154	3.444	4.700	2.556	11.273	4.273
ACTB	1.78826808287	0.169925001442	0.606	0.683	81.500	11.667	3.667	82.000	1.000	3.000	2.000	1.500	1.500	3.000	1.000	3.500	5.333	3.333	10.000	5.333	3.500	2.667	3.500	9.500	7.600	5.400	72.400
ACTBL2	1.48233202075	0.173767067737	0.533	0.400	1.500	1.500	1.500	6.000	23.857	22.100	18.000	15.500	22.000	4.000	46.714	45.700	5.200	39.000	6.500	2.600	13.667	52.500	19.833	4.500	10.500	22.200	6.500
ACTC1	2.93187212659	0.177598929328	0.543	0.481	8.200	1.000	2.000	34.400	1.500	11.333	4.500	11.000	44.167	39.286	7.500	2.000	5.000	28.500	7.500	42.429	39.500	13.500	1.500	6.500	12.000	32.500	9.250
ACTG1	1.53406160242	0.169925001442	0.611	0.719	63.250	5.833	4.000	76.833	1.500	3.000	3.500	1.000	3.333	25.000	1.000	2.500	5.333	2.333	7.333	8.000	11.000	3.000	2.500	8.500	7.500	3.000	78.667
ACTG2	4.73811928878	0.173767067737	0.550	0.306	71.727	6.250	4.200	38.611	1.000	5.143	3.833	1.000	2.500	17.571	1.000	2.000	5.143	3.500	7.200	45.250	43.500	10.727	2.000	6.333	38.556	11.833	38.750
ACTL10	1.02005765234	-0.444183844938	0.690	0.779	70.000	6.667	3.000	70.000	1.000	2.500	1.500	1.000	2.000	19.500	1.000	2.000	5.500	2.000	5.000	18.600	22.800	3.000	2.000	7.000	22.000	4.000	66.400
ACTL6A	4.67389557575	0.364012053559	0.435	0.317	22.769	3.667	7.750	12.444	2.000	31.941	3.200	14.429	24.250	44.133	3.600	7.333	3.167	24.100	7.167	42.312	33.300	20.500	9.500	5.000	18.833	27.000	8.833
ACTL6B	3.7397401125	0.353887836285	0.595	0.547	68.000	8.167	3.000	74.429	1.000	1.000	2.500	1.000	1.000	20.800	1.000	1.000	6.500	2.400	8.400	14.167	19.333	3.000	3.000	7.500	20.500	5.000	63.167
ACTL7A	0.611644543374	0.384049806795	0.572	0.487	7.500	1.500	4.500	5.500	5.000	28.200	4.000	2.667	44.400	12.000	30.750	6.333	4.000	14.400	5.333	52.333	25.500	28.500	19.333	5.500	26.667	41.500	9.800
ACTL7B	0.492622328574	0.316145742293	0.649	0.649	7.500	1.000	4.500	5.500	4.500	29.667	4.000	3.000	44.500	11.000	31.500	6.500	4.000	14.500	5.000	50.500	26.500	27.500	18.500	5.500	27.600	41.500	8.500
ACTL8	6.16492703378	0.134878054343	0.597	0.563	2.250	2.778	3.143	3.667	23.088	17.440	22.484	1.500	19.409	3.667	48.600	50.333	4.500	5.000	8.000	2.200	15.125	51.053	23.185	4.000	44.071	17.045	24.517
ACTL9	0.52004502404	0.3196179342	0.659	0.661	16.167	1.333	3.333	15.000	2.500	12.167	5.500	2.000	29.667	45.200	5.200	3.500	4.500	5.500	6.000	59.286	28.200	47.500	9.400	4.333	46.500	19.833	19.714
ACTN1	6.71759417682	1.45522857112	0.574	0.517	54.955	7.773	2.909	42.639	1.455	7.036	3.077	2.111	4.625	30.632	1.429	2.727	5.100	4.778	7.095	40.804	43.697	11.773	2.222	5.786	38.926	8.474	39.811
ACTN2	6.28861695423	1.5255677889	0.531	0.569	4.214	3.923	42.704	9.759	3.308	39.062	9.808	34.517	46.444	20.742	22.469	27.419	3.733	35.029	7.889	10.923	2.455	7.385	36.786	8.167	6.300	14.083	5.000
ACTN3	4.08193608172	1.57482812359	0.602	0.550	60.500	5.286	3.000	61.909	1.500	2.000	1.000	1.500	2.333	29.250	1.333	1.500	2.500	2.000	7.500	31.889	25.500	3.000	2.000	6.000	17.833	6.500	64.200
